                S&P_HIGH   S&P_LOW  NYSE_ADV_ISS  NYSE_DECL_ISS  OTC_ADV_ISS  \
S&P_HIGH        1.000000  0.989210      0.027696       0.070367     0.441661   
S&P_LOW         0.989210  1.000000      0.029383       0.068093     0.443318   
NYSE_ADV_ISS    0.027696  0.029383      1.000000      -0.747096     0.418409   
NYSE_DECL_ISS   0.070367  0.068093     -0.747096       1.000000    -0.296923   
OTC_ADV_ISS     0.441661  0.443318      0.418409      -0.296923     1.000000   
OTC_DECL_ISS    0.512928  0.510169     -0.313159       0.414572     0.139410   
NYSE_NEW_HIGHS  0.114472  0.115436      0.264967      -0.144023     0.243061   
NYSE_NEW_LOWS   0.039511  0.037496     -0.173770       0.133222    -0.116930   
OTC_NEW_HIGHS   0.117964  0.119606      0.192845      -0.101059     0.242300   
OTC_NEW_LOWS    0.083889  0.082030     -0.201747       0.162851    -0.075596   
NYSE_TOT_VOL    0.654376  0.649211      0.082871       0.032540     0.491941   
NYSE_ADV_VOL    0.448152  0.448401      0.443408      -0.340354     0.659569   
NYSE_DECL_VOL   0.509694  0.506232     -0.316204       0.449111     0.164604   
OTC_TOT_VOL     0.763859  0.760390      0.050106       0.068306     0.503244   
OTC_ADV_VOL     0.658665  0.659158      0.241018      -0.123130     0.672055   
OTC_DECL_VOL    0.701928  0.698137     -0.148789       0.270539     0.285644   
S&P_EARNINGS    0.398762  0.399117      0.003419      -0.046785     0.204454   
3MOBILLS       -0.595194 -0.595078     -0.048728      -0.085397    -0.440344   
LNGBONDS       -0.637751 -0.638391     -0.033460      -0.071388    -0.415445   
GOLD           -0.270311 -0.271941     -0.044572      -0.028780    -0.147413   
S&P_CLOSE       0.990155  0.991352      0.034361       0.063351     0.446691   

                OTC_DECL_ISS  NYSE_NEW_HIGHS  NYSE_NEW_LOWS  OTC_NEW_HIGHS  \
OTC_DECL_ISS        0.267055    ...          0.157004       0.650350   
NYSE_NEW_HIGHS     -0.361639    ...          0.239072       0.023611   
NYSE_NEW_LOWS       0.558165    ...         -0.075141       0.068259   
OTC_NEW_HIGHS      -0.361120    ...          0.207599       0.046604   
OTC_NEW_LOWS        1.000000    ...         -0.019612       0.152415   
NYSE_TOT_VOL        0.082860    ...          0.598977       0.549733   
NYSE_ADV_VOL       -0.019612    ...          1.000000       0.155866   
NYSE_DECL_VOL       0.152415    ...          0.155866       1.000000   
OTC_TOT_VOL         0.062016    ...          0.518812       0.545424   
OTC_ADV_VOL        -0.040272    ...          0.646756       0.351376   
OTC_DECL_VOL        0.156646    ...          0.322257       0.701488   
S&P_EARNINGS        0.084673    ...          0.269203       0.252182   
3MOBILLS           -0.004215    ...         -0.393577      -0.450936   
LNGBONDS           -0.006069    ...         -0.384393      -0.424795   
GOLD               -0.133859    ...         -0.154804      -0.171039   
S&P_CLOSE           0.081887    ...          0.454136       0.501967   

                OTC_TOT_VOL  OTC_ADV_VOL  OTC_DECL_VOL  S&P_EARNINGS  \
S&P_HIGH           0.763859     0.658665      0.701928      0.398762   
S&P_LOW            0.760390     0.659158      0.698137      0.399117   
NYSE_ADV_ISS       0.050106     0.241018     -0.148789      0.003419   
NYSE_DECL_ISS      0.068306    -0.123130      0.270539     -0.046785   
OTC_ADV_ISS        0.503244     0.672055      0.285644      0.204454   
OTC_DECL_ISS       0.510016     0.301085      0.697915      0.238436   
NYSE_NEW_HIGHS     0.149377     0.233477      0.051520     -0.025016   
NYSE_NEW_LOWS      0.004689    -0.079729      0.087368      0.074871   
OTC_NEW_HIGHS      0.175437     0.249181      0.069535     -0.005268   
OTC_NEW_LOWS       0.062016    -0.040272      0.156646      0.084673   
NYSE_TOT_VOL       0.773340     0.667572      0.661055      0.344188   
NYSE_ADV_VOL       0.518812     0.646756      0.322257      0.269203   
NYSE_DECL_VOL      0.545424     0.351376      0.701488      0.252182   
OTC_TOT_VOL        1.000000     0.744618      0.724416      0.340660   
OTC_ADV_VOL        0.744618     1.000000      0.503022      0.322319   
OTC_DECL_VOL       0.724416     0.503022      1.000000      0.333766   
S&P_EARNINGS       0.340660     0.322319      0.333766      1.000000   
3MOBILLS          -0.592407    -0.533563     -0.562402     -0.185076   
LNGBONDS          -0.577489    -0.548970     -0.560232     -0.269420   
GOLD              -0.201811    -0.191174     -0.217666     -0.177139   
S&P_CLOSE          0.762227     0.662706      0.695342      0.398632   

                3MOBILLS  LNGBONDS      GOLD  S&P_CLOSE  
S&P_HIGH       -0.595194 -0.637751 -0.270311   0.990155  
S&P_LOW        -0.595078 -0.638391 -0.271941   0.991352  
NYSE_ADV_ISS   -0.048728 -0.033460 -0.044572   0.034361  
NYSE_DECL_ISS  -0.085397 -0.071388 -0.028780   0.063351  
OTC_ADV_ISS    -0.440344 -0.415445 -0.147413   0.446691  
OTC_DECL_ISS   -0.472261 -0.461451 -0.132365   0.506710  
NYSE_NEW_HIGHS -0.115983 -0.162774 -0.129186   0.116314  
NYSE_NEW_LOWS   0.069657  0.047874 -0.066241   0.037580  
OTC_NEW_HIGHS  -0.116251 -0.138487 -0.083731   0.119760  
OTC_NEW_LOWS   -0.004215 -0.006069 -0.133859   0.081887  
NYSE_TOT_VOL   -0.554455 -0.523905 -0.172664   0.652264  
NYSE_ADV_VOL   -0.393577 -0.384393 -0.154804   0.454136  
NYSE_DECL_VOL  -0.450936 -0.424795 -0.171039   0.501967  
OTC_TOT_VOL    -0.592407 -0.577489 -0.201811   0.762227  
OTC_ADV_VOL    -0.533563 -0.548970 -0.191174   0.662706  
OTC_DECL_VOL   -0.562402 -0.560232 -0.217666   0.695342  
S&P_EARNINGS   -0.185076 -0.269420 -0.177139   0.398632  
3MOBILLS        1.000000  0.669188  0.189963  -0.594758  
LNGBONDS        0.669188  1.000000  0.146586  -0.637985  
GOLD            0.189963  0.146586  1.000000  -0.271140  
S&P_CLOSE      -0.594758 -0.637985 -0.271140   1.000000  
